Año;Bio;Btrend;BvB;BvT;CPUE;Ctrend;CvMEANC;CvMSY;FF;MCatch;R;SSB;Survey;U;Utrend;UvT;UvU
1986;796000;796000;178.791.076.577.697;178.791.076.577.697;NA;187000;157.251.876.300.797;NA;0.282;187000;1.58e+10;798000;NA;0.234924623115578;0.234924623115578;2.35;2.35
1987;642000;642000;144.287.535.483.755;144.287.535.483.755;NA;178000;149.683.604.179.368;NA;0.324;178000;3.44e+10;644000;NA;0.277258566978193;0.277258566978193;2.7;2.7
1988;706000;706000;158.850.718.413.016;158.850.718.413.016;NA;162000;136.228.898.185.717;NA;0.398;162000;1.87e+10;709000;NA;0.229461756373938;0.229461756373938;331.666.666.666.667;331.666.666.666.667
1989;625000;625000;140.702.751.993.476;140.702.751.993.476;NA;141000;11.856.959.656.905;NA;0.381;141000;1.78e+10;628000;NA;0.2256;0.2256;3.175;3.175
1990;562000;562000;1.265.876.670.005;1.265.876.670.005;NA;149000;125.296.949.565.875;NA;0.415;149000;1.87e+10;565000;NA;0.265124555160142;0.265124555160142;345.833.333.333.333;345.833.333.333.333
1991;517000;517000;116.505.463.434.088;116.505.463.434.088;NA;133000;111.842.243.572.224;NA;0.383;133000;5.46e+10;520000;NA;0.257253384912959;0.257253384912959;319.166.666.666.667;319.166.666.666.667
1992;851000;851000;191.561.867.761.818;191.561.867.761.818;NA;130000;109.319.486.198.415;NA;0.283;130000;3.72e+10;855000;NA;0.152761457109283;0.152761457109283;235.833.333.333.333;235.833.333.333.333
1993;962000;962000;216.655.352.193.775;216.655.352.193.775;NA;142000;119.410.515.693.653;NA;0.274;142000;1.63e+10;967000;NA;0.147609147609148;0.147609147609148;228.333.333.333.333;228.333.333.333.333
1994;810000;810000;182.599.909.036.119;182.599.909.036.119;NA;137000;115.205.920.070.637;NA;0.231;137000;1.42e+10;815000;NA;0.169135802469136;0.169135802469136;1.925;1.925
1995;672000;672000;151.457.102.464.315;151.457.102.464.315;NA;125000;105.114.890.575.399;NA;0.231;125000;1.11e+10;676000;NA;0.186011904761905;0.186011904761905;1.925;1.925
1996;538000;538000;121.434.540.733.223;121.434.540.733.223;NA;117000;0.983875375785734;NA;0.311;117000;1.59e+10;542000;NA;0.217472118959108;0.217472118959108;259.166.666.666.667;259.166.666.666.667
1997;477000;477000;107.767.553.676.532;107.767.553.676.532;NA;116000;0.975466184539702;NA;0.415;116000;1.07e+10;481000;NA;0.243186582809224;0.243186582809224;345.833.333.333.333;345.833.333.333.333
1998;386000;386000;0.873790975755661;0.873790975755661;NA;109000;0.916601845817478;NA;0.464;109000;1.36e+10;390000;NA;0.282383419689119;0.282383419689119;386.666.666.666.667;386.666.666.666.667
1999;370000;370000;0.837943140852865;0.837943140852865;NA;94100;0.791304896251603;NA;0.421;94100;1.05e+10;374000;NA;0.254324324324324;0.254324324324324;350.833.333.333.333;350.833.333.333.333
2000;317000;317000;0.719197187737352;0.719197187737352;NA;85800;0.721508608909538;NA;0.373;85800;3.24e+10;321000;NA;0.270662460567823;0.270662460567823;310.833.333.333.333;310.833.333.333.333
2001;477000;477000;107.991.602.644.674;107.991.602.644.674;NA;102000;0.857737507095255;NA;0.354;102000;2.01e+10;482000;NA;0.213836477987421;0.213836477987421;2.95;2.95
2002;491000;491000;111.352.337.166.811;111.352.337.166.811;NA;99700;0.838396367229382;NA;0.295;99700;1.13e+10;497000;NA;0.203054989816701;0.203054989816701;245.833.333.333.333;245.833.333.333.333
2003;466000;466000;105.751.112.963.249;105.751.112.963.249;NA;97800;0.822418903861921;NA;0.263;97800;8.91e+09;472000;NA;0.209871244635193;0.209871244635193;219.166.666.666.667;219.166.666.666.667
2004;408000;408000;0.925322238428431;0.925322238428431;NA;98000;0.824100742111127;NA;0.29;98000;3.78e+10;413000;NA;0.240196078431373;0.240196078431373;241.666.666.666.667;241.666.666.666.667
2005;546000;546000;123.675.030.414.647;123.675.030.414.647;NA;97300;0.818214308238905;NA;0.288;97300;1.32e+10;552000;NA;0.178205128205128;0.178205128205128;2.4;2.4
2006;642000;642000;144.959.682.388.183;144.959.682.388.183;NA;87000;0.731599638404776;NA;0.174;87000;4.21e+09;647000;NA;0.135514018691589;0.135514018691589;1.45;1.45
2007;506000;506000;114.264.973.752.663;114.264.973.752.663;NA;96500;0.81148695524208;NA;0.207;96500;5.79e+09;510000;NA;0.190711462450593;0.190711462450593;1.725;1.725
2008;391000;391000;0.884993424162785;0.884993424162785;NA;101000;0.849328315849223;NA;0.326;101000;7.43e+09;395000;NA;0.258312020460358;0.258312020460358;271.666.666.666.667;271.666.666.666.667
2009;293000;293000;0.663184945701733;0.663184945701733;NA;87700;0.737486072276999;NA;0.373;87700;8.48e+09;296000;NA;0.299317406143345;0.299317406143345;310.833.333.333.333;310.833.333.333.333
2010;245000;245000;0.553400951311919;0.553400951311919;NA;89600;0.753463535644459;NA;0.473;89600;4.83e+09;247000;NA;0.365714285714286;0.365714285714286;394.166.666.666.667;394.166.666.666.667
2011;175000;175000;0.396566673612185;0.396566673612185;NA;80400;0.676098976180966;NA;0.575;80400;3.95e+09;177000;NA;0.459428571428571;0.459428571428571;479.166.666.666.667;479.166.666.666.667
2012;128000;128000;0.29126365858522;0.29126365858522;NA;54900;0.461664599407152;NA;0.458;54900;4.2e+09;130000;NA;0.42890625;0.42890625;381.666.666.666.667;381.666.666.666.667
2013;117000;117000;0.264377782408123;0.264377782408123;NA;45800;0.385140959068262;NA;0.442;45800;4.56e+09;118000;NA;0.391452991452991;0.391452991452991;368.333.333.333.333;368.333.333.333.333
2014;118000;118000;0.266618272089548;0.266618272089548;NA;27900;0.23461643576429;NA;0.291;27900;3.25e+09;119000;NA;0.236440677966102;0.236440677966102;2.425;2.425
2015;112000;112000;0.253175334000999;0.253175334000999;NA;20600;0.173229339668257;NA;0.183;20600;5.74e+09;113000;NA;0.183928571428571;0.183928571428571;1.525;1.525
2016;137000;137000;0.322630514125167;0.322630514125167;NA;22700;0.190888641284924;NA;0.189;22700;6.6e+09;144000;NA;0.165693430656934;0.165693430656934;1.575;1.575
2017;147000;147000;0.392085694249335;0.392085694249335;NA;21900;0.184161288288099;NA;0.172;21900;2.31e+09;175000;NA;NA;NA;143.333.333.333.333;143.333.333.333.333
2018;NA;NA;0.333832962532291;0.333832962532291;NA;NA;NA;NA;NA;NA;4.19e+09;149000;NA;NA;NA;NA;NA
;;TBio;;;;;;;;;;;;;Upref;;
