Año;Bio;Btrend;BvB;BvT;CPUE;Ctrend;CvMEANC;CvMSY;FF;MCatch;R;SSB;Survey;U;Utrend;UvT;UvU
1994;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1995;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1996;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1998;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1999;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2001;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2002;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2003;NA;191;NA;NA;NA;139;0.917216556688662;NA;1.63;139;14900000;191;NA;NA;603.703.703.703.704;603.703.703.703.704;603.703.703.703.704
2004;NA;237;NA;NA;NA;128;0.844631073785243;NA;1.88;128;10400000;237;NA;NA;696.296.296.296.296;696.296.296.296.296;696.296.296.296.296
2005;NA;278;NA;NA;NA;112;0.739052189562088;NA;0.988;112;14200000;278;NA;NA;365.925.925.925.926;365.925.925.925.926;365.925.925.925.926
2006;NA;305;NA;NA;NA;124;0.818236352729454;NA;1.17;124;16200000;305;NA;NA;433.333.333.333.333;433.333.333.333.333;433.333.333.333.333
2007;NA;324;NA;NA;NA;148;0.976604679064187;NA;1.13;148;17200000;324;NA;NA;418.518.518.518.518;418.518.518.518.518;418.518.518.518.518
2008;NA;374;NA;NA;NA;153;100.959.808.038.392;NA;1.15;153;2.1e+07;374;NA;NA;425.925.925.925.926;425.925.925.925.926;425.925.925.925.926
2009;NA;396;NA;NA;NA;226;149.130.173.965.207;NA;1.76;226;19300000;396;NA;NA;651.851.851.851.852;651.851.851.851.852;651.851.851.851.852
2010;NA;346;NA;NA;NA;200;131.973.605.278.944;NA;1.46;200;24300000;346;NA;NA;540.740.740.740.741;540.740.740.740.741;540.740.740.740.741
2011;NA;305;NA;NA;NA;200;131.973.605.278.944;NA;1.71;200;10800000;305;NA;NA;633.333.333.333.333;633.333.333.333.333;633.333.333.333.333
2012;NA;242;NA;NA;NA;107;0.706058788242352;NA;1.27;107;13100000;242;NA;NA;47.037.037.037.037;47.037.037.037.037;47.037.037.037.037
2013;NA;255;NA;NA;NA;130;0.857828434313137;NA;1.31;130;13400000;255;NA;NA;485.185.185.185.185;485.185.185.185.185;485.185.185.185.185
2014;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2015;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2017;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
;;SSB;;;;;;;;;;;;;UvT;;
