Año;Bio;Btrend;BvB;BvT;CPUE;Ctrend;CvMEANC;CvMSY;FF;MCatch;R;SSB;Survey;U;Utrend;UvT;UvU
1986;80400;80400;131.111.111.111.111;131.111.111.111.111;NA;57100;0.924808681216342;NA;0.91;57100;3.6e+08;59000;NA;0.710199004975124;0.710199004975124;3.25;3.25
1987;75300;75300;0.966666666666667;0.966666666666667;NA;63400;102.684.536.583.391;NA;0.98;63400;4.34e+08;43500;NA;0.841965471447543;0.841965471447543;3.5;3.5
1988;76300;76300;102.222.222.222.222;102.222.222.222.222;NA;64800;104.952.018.463.781;NA;1;64800;4.94e+08;46000;NA;0.849279161205767;0.849279161205767;357.142.857.142.857;357.142.857.142.857
1989;76500;76500;100.222.222.222.222;100.222.222.222.222;NA;66500;107.705.389.318.541;NA;1.07;66500;4.78e+08;45100;NA;0.869281045751634;0.869281045751634;382.142.857.142.857;382.142.857.142.857
1990;70600;70600;0.942222222222222;0.942222222222222;NA;60000;0.971777948738713;NA;1.02;60000;4.85e+08;42400;NA;0.84985835694051;0.84985835694051;364.285.714.285.714;364.285.714.285.714
1991;67500;67500;0.92;0.92;NA;58100;0.941004980361987;NA;0.96;58100;2.7e+08;41400;NA;0.860740740740741;0.860740740740741;342.857.142.857.143;342.857.142.857.143
1992;66500;66500;0.884444444444444;0.884444444444444;NA;56600;0.916710531643519;NA;1;56600;2.95e+08;39800;NA;0.851127819548872;0.851127819548872;357.142.857.142.857;357.142.857.142.857
1993;58900;58900;0.86;0.86;NA;52100;0.843827185488116;NA;1.05;52100;5.17e+08;38700;NA;0.884550084889643;0.884550084889643;3.75;3.75
1994;52600;52600;0.677777777777778;0.677777777777778;NA;51600;0.835729035915293;NA;1.06;51600;2.88e+08;30500;NA;0.980988593155893;0.980988593155893;378.571.428.571.429;378.571.428.571.429
1995;58700;58700;0.657777777777778;0.657777777777778;NA;57600;0.932906830789165;NA;1.12;57600;1.48e+08;29600;NA;0.981260647359455;0.981260647359455;4;4
1996;54100;54100;0.773333333333333;0.773333333333333;NA;47200;0.764465319674454;NA;0.97;47200;3.63e+08;34800;NA;0.872458410351202;0.872458410351202;346.428.571.428.571;346.428.571.428.571
1997;46600;46600;0.668888888888889;0.668888888888889;NA;42500;0.688342713689922;NA;1.06;42500;2.55e+08;30100;NA;0.912017167381974;0.912017167381974;378.571.428.571.429;378.571.428.571.429
1998;44200;44200;0.542222222222222;0.542222222222222;NA;35100;0.568490100012147;NA;0.98;35100;4.22e+08;24400;NA;0.794117647058823;0.794117647058823;3.5;3.5
1999;48500;48500;0.615555555555556;0.615555555555556;NA;40200;0.651091225654938;NA;0.97;40200;2.07e+08;27700;NA;0.828865979381443;0.828865979381443;346.428.571.428.571;346.428.571.428.571
2000;54000;54000;0.68;0.68;NA;42100;0.681864194031664;NA;0.91;42100;1.88e+08;30600;NA;0.77962962962963;0.77962962962963;3.25;3.25
2001;54000;54000;0.806666666666667;0.806666666666667;NA;36700;0.59440417864518;NA;0.75;36700;3.47e+08;36300;NA;0.67962962962963;0.67962962962963;267.857.142.857.143;267.857.142.857.143
2002;57000;57000;0.828888888888889;0.828888888888889;NA;40100;0.649471595740373;NA;0.81;40100;2.74e+08;37300;NA;0.703508771929825;0.703508771929825;289.285.714.285.714;289.285.714.285.714
2003;62100;62100;0.837777777777778;0.837777777777778;NA;45300;0.733692351297728;NA;0.82;45300;1.61e+08;37700;NA;0.729468599033816;0.729468599033816;292.857.142.857.143;292.857.142.857.143
2004;64300;64300;0.951111111111111;0.951111111111111;NA;49000;0.793618658136616;NA;0.83;49000;3.4e+08;42800;NA;0.762052877138414;0.762052877138414;296.428.571.428.571;296.428.571.428.571
2005;60200;60200;0.915555555555556;0.915555555555556;NA;51200;0.829250516257035;NA;0.95;51200;2.22e+08;41200;NA;0.850498338870432;0.850498338870432;339.285.714.285.714;339.285.714.285.714
2006;56600;56600;0.746666666666667;0.746666666666667;NA;43300;0.701299753006438;NA;0.84;43300;3.02e+08;33600;NA;0.765017667844523;0.765017667844523;3;3
2007;63400;63400;0.884444444444444;0.884444444444444;NA;47200;0.764465319674454;NA;0.74;47200;4.71e+08;39800;NA;0.744479495268139;0.744479495268139;264.285.714.285.714;264.285.714.285.714
2008;80000;80000;104.444.444.444.444;104.444.444.444.444;NA;51000;0.826011256427906;NA;0.6;51000;7.65e+08;47000;NA;0.6375;0.6375;214.285.714.285.714;214.285.714.285.714
2009;127000;127000;1.58;1.58;NA;68700;111.268.575.130.583;NA;0.48;68700;2.55e+08;71100;NA;0.540944881889764;0.540944881889764;171.428.571.428.571;171.428.571.428.571
2010;207000;207000;291.111.111.111.111;291.111.111.111.111;NA;82200;133.133.578.977.204;NA;0.36;82200;2.7e+08;131000;NA;0.397101449275362;0.397101449275362;128.571.428.571.429;128.571.428.571.429
2011;268000;268000;4.8;4.8;NA;101000;163.582.621.371.017;NA;0.29;101000;2.84e+08;216000;NA;0.376865671641791;0.376865671641791;103.571.428.571.429;103.571.428.571.429
2012;289000;289000;548.888.888.888.889;548.888.888.888.889;NA;97900;158.561.768.635.867;NA;0.24;97900;5.41e+08;247000;NA;0.338754325259516;0.338754325259516;0.857142857142857;0.857142857142857
2013;302000;302000;5.6;5.6;NA;89400;144.794.914.362.068;NA;0.24;89400;3.76e+08;252000;NA;0.296026490066225;0.296026490066225;0.857142857142857;0.857142857142857
2014;339000;339000;602.222.222.222.222;602.222.222.222.222;NA;97000;157.104.101.712.759;NA;0.23;97000;2.17e+08;271000;NA;0.286135693215339;0.286135693215339;0.821428571428571;0.821428571428571
2015;376000;376000;7;7;NA;101000;163.582.621.371.017;NA;0.22;101000;2.45e+08;315000;NA;0.268617021276596;0.268617021276596;0.785714285714286;0.785714285714286
2016;391000;391000;771.111.111.111.111;771.111.111.111.111;NA;119000;192.735.959.833.178;NA;0.23;119000;5.94e+08;347000;NA;0.304347826086957;0.304347826086957;0.821428571428571;0.821428571428571
2017;372000;372000;722.222.222.222.222;722.222.222.222.222;NA;110000;178.159.290.602.097;NA;0.25;110000;4.93e+08;325000;NA;0.295698924731183;0.295698924731183;0.892857142857143;0.892857142857143
2018;NA;NA;682.222.222.222.222;682.222.222.222.222;NA;NA;NA;NA;NA;NA;3.04e+08;307000;NA;NA;NA;NA;NA
;;TBio;;;;;;;;;;;;;Upref;;
