Año;Bio;Btrend;BvB;BvT;CPUE;Ctrend;CvMEANC;CvMSY;FF;MCatch;R;SSB;Survey;U;Utrend;UvT;UvU
1990;2800;2800;242.857.142.857.143;242.857.142.857.143;NA;1020;274.032.407.018.722;NA;0.452;1020;6020000;2380;NA;0.364285714285714;0.364285714285714;236.649.214.659.686;236.649.214.659.686
1991;1810;1810;164.285.714.285.714;164.285.714.285.714;NA;655;17.597.179.078.163;NA;0.467;655;11800000;1610;NA;0.361878453038674;0.361878453038674;244.502.617.801.047;244.502.617.801.047
1992;1810;1810;157.142.857.142.857;157.142.857.142.857;NA;558;149.911.846.192.595;NA;0.444;558;5330000;1540;NA;0.30828729281768;0.30828729281768;232.460.732.984.293;232.460.732.984.293
1993;1570;1570;142.857.142.857.143;142.857.142.857.143;NA;421;113.105.532.700.865;NA;0.328;421;2280000;1400;NA;0.268152866242038;0.268152866242038;171.727.748.691.099;171.727.748.691.099
1994;1290;1290;123.469.387.755.102;123.469.387.755.102;NA;492;132.180.337.503.148;NA;0.417;492;9830000;1210;NA;0.381395348837209;0.381395348837209;218.324.607.329.843;218.324.607.329.843
1995;1320;1320;10.030.612.244.898;10.030.612.244.898;NA;258;0.693140794223827;NA;0.294;258;9850000;983;NA;0.195454545454545;0.195454545454545;153.926.701.570.681;153.926.701.570.681
1996;1650;1650;13.469.387.755.102;13.469.387.755.102;NA;373;100.209.890.017.631;NA;0.254;373;7630000;1320;NA;0.226060606060606;0.226060606060606;132.984.293.193.717;132.984.293.193.717
1997;1580;1580;139.795.918.367.347;139.795.918.367.347;NA;408;109.612.962.807.489;NA;0.274;408;4420000;1370;NA;0.258227848101266;0.258227848101266;143.455.497.382.199;143.455.497.382.199
1998;1490;1490;138.775.510.204.082;138.775.510.204.082;NA;482;129.493.745.277.475;NA;0.404;482;2730000;1360;NA;0.323489932885906;0.323489932885906;21.151.832.460.733;21.151.832.460.733
1999;1210;1210;11.530.612.244.898;11.530.612.244.898;NA;386;103.702.459.911.007;NA;0.346;386;3950000;1130;NA;0.31900826446281;0.31900826446281;181.151.832.460.733;181.151.832.460.733
2000;1320;1320;123.469.387.755.102;123.469.387.755.102;NA;288;0.773738560994039;NA;0.328;288;3480000;1210;NA;0.218181818181818;0.218181818181818;171.727.748.691.099;171.727.748.691.099
2001;1020;1020;0.926530612244898;0.926530612244898;NA;194;0.521198891780707;NA;0.268;194;2930000;908;NA;0.190196078431373;0.190196078431373;140.314.136.125.654;140.314.136.125.654
2002;938;938;0.863265306122449;0.863265306122449;NA;136;0.36537654269163;NA;0.167;136;3040000;846;NA;0.14498933901919;0.14498933901919;0.87434554973822;0.87434554973822
2003;1070;1070;0.972448979591837;0.972448979591837;NA;149;0.400302241625388;NA;0.179;149;3310000;953;NA;0.139252336448598;0.139252336448598;0.93717277486911;0.93717277486911
2004;919;919;0.813265306122449;0.813265306122449;NA;160;0.429854756107799;NA;0.19;160;2790000;797;NA;0.174102285092492;0.174102285092492;0.994764397905759;0.994764397905759
2005;957;957;0.861224489795918;0.861224489795918;NA;166;0.445974309461842;NA;0.242;166;2320000;844;NA;0.173458725182863;0.173458725182863;126.701.570.680.628;126.701.570.680.628
2006;915;915;0.827551020408163;0.827551020408163;NA;226;0.607169843002267;NA;0.41;226;2810000;811;NA;0.246994535519126;0.246994535519126;214.659.685.863.874;214.659.685.863.874
2007;857;857;0.742857142857143;0.742857142857143;NA;155;0.416421794979431;NA;0.26;155;1730000;728;NA;0.180863477246208;0.180863477246208;136.125.654.450.262;136.125.654.450.262
2008;716;716;0.673469387755102;0.673469387755102;NA;144;0.38686928049702;NA;0.222;144;1500000;660;NA;0.201117318435754;0.201117318435754;116.230.366.492.147;116.230.366.492.147
2009;708;708;0.679591836734694;0.679591836734694;NA;95;0.255226261439006;NA;0.12;95;7050000;666;NA;0.134180790960452;0.134180790960452;0.628272251308901;0.628272251308901
2010;906;906;0.738775510204082;0.738775510204082;NA;88;0.23642011585929;NA;0.0757;88;5480000;724;NA;0.0971302428256071;0.0971302428256071;0.396335078534031;0.396335078534031
2011;1250;1250;113.265.306.122.449;113.265.306.122.449;NA;371;0.99672571572496;NA;0.289;371;2990000;1110;NA;0.2968;0.2968;15.130.890.052.356;15.130.890.052.356
2012;1240;1240;118.367.346.938.776;118.367.346.938.776;NA;293;0.787171522122408;NA;0.265;293;3250000;1160;NA;0.236290322580645;0.236290322580645;138.743.455.497.382;138.743.455.497.382
2013;1110;1110;103.061.224.489.796;103.061.224.489.796;NA;250;0.671648056418437;NA;0.224;250;1950000;1010;NA;0.225225225225225;0.225225225225225;117.277.486.910.995;117.277.486.910.995
2014;1130;1130;108.163.265.306.122;108.163.265.306.122;NA;399;107.195.029.804.383;NA;0.445;399;13500000;1060;NA;0.353097345132743;0.353097345132743;232.984.293.193.717;232.984.293.193.717
2015;1280;1280;0.958163265306123;0.958163265306123;NA;297;0.797917891025103;NA;0.459;297;11700000;939;NA;0.23203125;0.23203125;240.314.136.125.654;240.314.136.125.654
2016;1900;1900;152.040.816.326.531;152.040.816.326.531;NA;298;0.800604483250777;NA;0.263;298;8170000;1490;NA;0.156842105263158;0.156842105263158;137.696.335.078.534;137.696.335.078.534
2017;2260;2260;203.061.224.489.796;203.061.224.489.796;NA;288;0.773738560994039;NA;0.162;288;3560000;1990;NA;0.127433628318584;0.127433628318584;0.848167539267016;0.848167539267016
2018;NA;NA;255.102.040.816.327;255.102.040.816.327;NA;NA;NA;NA;NA;NA;NA;2500;NA;NA;NA;NA;NA
;;TBio;;;;;;;;;;;;;Upref;;
