Año;Bio;Btrend;BvB;BvT;CPUE;Ctrend;CvMEANC;CvMSY;FF;MCatch;R;SSB;Survey;U;Utrend;UvT;UvU
1989;71200;71200;131.818.181.818.182;131.818.181.818.182;NA;21800;121.627.830.653.101;NA;0.333;21800;2.55e+08;55100;NA;0.306179775280899;0.306179775280899;17.434.554.973.822;17.434.554.973.822
1990;67300;67300;112.918.660.287.081;112.918.660.287.081;NA;17700;0.987528716770594;NA;0.379;17700;2.87e+08;47200;NA;0.263001485884101;0.263001485884101;198.429.319.371.728;198.429.319.371.728
1991;70600;70600;115.789.473.684.211;115.789.473.684.211;NA;18400;102.658.352.477.847;NA;0.437;18400;2.43e+08;48400;NA;0.260623229461756;0.260623229461756;228.795.811.518.325;228.795.811.518.325
1992;71600;71600;119.377.990.430.622;119.377.990.430.622;NA;18600;103.774.204.135.215;NA;0.361;18600;1.88e+08;49900;NA;0.259776536312849;0.259776536312849;189.005.235.602.094;189.005.235.602.094
1993;72300;72300;129.665.071.770.335;129.665.071.770.335;NA;18000;100.426.649.163.111;NA;0.375;18000;1.97e+08;54200;NA;0.24896265560166;0.24896265560166;196.335.078.534.031;196.335.078.534.031
1994;70400;70400;127.272.727.272.727;127.272.727.272.727;NA;17000;0.948473908762717;NA;0.335;17000;2.39e+08;53200;NA;0.241477272727273;0.241477272727273;175.392.670.157.068;175.392.670.157.068
1995;76000;76000;141.626.794.258.373;141.626.794.258.373;NA;18500;103.216.278.306.531;NA;0.353;18500;2.5e+08;59200;NA;0.243421052631579;0.243421052631579;184.816.753.926.702;184.816.753.926.702
1996;67600;67600;127.033.492.822.966;127.033.492.822.966;NA;18100;100.984.574.991.795;NA;0.352;18100;2.11e+08;53100;NA;0.267751479289941;0.267751479289941;184.293.193.717.277;184.293.193.717.277
1997;76900;76900;134.928.229.665.072;134.928.229.665.072;NA;17300;0.965211683623236;NA;0.312;17300;2.68e+08;56400;NA;0.224967490247074;0.224967490247074;163.350.785.340.314;163.350.785.340.314
1998;79000;79000;14.066.985.645.933;14.066.985.645.933;NA;19700;109.911.388.250.738;NA;0.332;19700;2.29e+08;58800;NA;0.249367088607595;0.249367088607595;173.821.989.528.796;173.821.989.528.796
1999;67500;67500;118.181.818.181.818;118.181.818.181.818;NA;16600;0.926156875615359;NA;0.341;16600;2.93e+08;49400;NA;0.245925925925926;0.245925925925926;178.534.031.413.613;178.534.031.413.613
2000;71200;71200;120.334.928.229.665;120.334.928.229.665;NA;16900;0.942894650475878;NA;0.35;16900;2.34e+08;50300;NA;0.237359550561798;0.237359550561798;183.246.073.298.429;183.246.073.298.429
2001;77500;77500;124.401.913.875.598;124.401.913.875.598;NA;18000;100.426.649.163.111;NA;0.418;18000;2.67e+08;52000;NA;0.232258064516129;0.232258064516129;218.848.167.539.267;218.848.167.539.267
2002;70200;70200;114.114.832.535.885;114.114.832.535.885;NA;18800;104.890.055.792.583;NA;0.488;18800;2.66e+08;47700;NA;0.267806267806268;0.267806267806268;255.497.382.198.953;255.497.382.198.953
2003;65300;65300;106.937.799.043.062;106.937.799.043.062;NA;19700;109.911.388.250.738;NA;0.507;19700;2.08e+08;44700;NA;0.301684532924962;0.301684532924962;26.544.502.617.801;26.544.502.617.801
2004;58500;58500;0.947368421052632;0.947368421052632;NA;20600;114.932.720.708.894;NA;0.445;20600;2.32e+08;39600;NA;0.352136752136752;0.352136752136752;232.984.293.193.717;232.984.293.193.717
2005;56100;56100;0.937799043062201;0.937799043062201;NA;16200;0.903839842468001;NA;0.548;16200;2.95e+08;39200;NA;0.288770053475936;0.288770053475936;286.910.994.764.398;286.910.994.764.398
2006;56600;56600;0.892344497607656;0.892344497607656;NA;15800;0.881522809320643;NA;0.416;15800;2.59e+08;37300;NA;0.279151943462898;0.279151943462898;217.801.047.120.419;217.801.047.120.419
2007;63100;63100;0.971291866028708;0.971291866028708;NA;16100;0.898260584181162;NA;0.464;16100;2.03e+08;40600;NA;0.255150554675119;0.255150554675119;242.931.937.172.775;242.931.937.172.775
2008;67000;67000;105.980.861.244.019;105.980.861.244.019;NA;13900;0.775516901870692;NA;0.346;13900;2.42e+08;44300;NA;0.207462686567164;0.207462686567164;181.151.832.460.733;181.151.832.460.733
2009;80300;80300;128.708.133.971.292;128.708.133.971.292;NA;18300;102.100.426.649.163;NA;0.365;18300;2.29e+08;53800;NA;0.227895392278954;0.227895392278954;191.099.476.439.791;191.099.476.439.791
2010;70900;70900;128.468.899.521.531;128.468.899.521.531;NA;20400;113.816.869.051.526;NA;0.394;20400;1.87e+08;53700;NA;0.287729196050776;0.287729196050776;206.282.722.513.089;206.282.722.513.089
2011;62300;62300;111.483.253.588.517;111.483.253.588.517;NA;17400;0.970790941910075;NA;0.363;17400;1.64e+08;46600;NA;0.279293739967897;0.279293739967897;190.052.356.020.942;190.052.356.020.942
2012;61100;61100;116.985.645.933.014;116.985.645.933.014;NA;18100;100.984.574.991.795;NA;0.326;18100;2.12e+08;48900;NA;0.296235679214403;0.296235679214403;170.680.628.272.251;170.680.628.272.251
2013;70900;70900;126.794.258.373.206;126.794.258.373.206;NA;20900;116.606.498.194.946;NA;0.349;20900;2,00E+08;53000;NA;0.294781382228491;0.294781382228491;182.722.513.089.005;182.722.513.089.005
2014;86500;86500;15.622.009.569.378;15.622.009.569.378;NA;15800;0.881522809320643;NA;0.276;15800;2.6e+08;65300;NA;0.182658959537572;0.182658959537572;144.502.617.801.047;144.502.617.801.047
2015;82600;82600;144.976.076.555.024;144.976.076.555.024;NA;13100;0.730882835575976;NA;0.229;13100;4.04e+08;60600;NA;0.158595641646489;0.158595641646489;119.895.287.958.115;119.895.287.958.115
2016;107000;107000;176.794.258.373.206;176.794.258.373.206;NA;14000;0.781096160157532;NA;0.219;14000;4.01e+08;73900;NA;0.130841121495327;0.130841121495327;114.659.685.863.874;114.659.685.863.874
2017;129000;129000;193.062.200.956.938;193.062.200.956.938;NA;16000;0.892681325894322;NA;0.22;16000;2.28e+08;80700;NA;0.124031007751938;0.124031007751938;115.183.246.073.298;115.183.246.073.298
2018;140000;140000;23.133.971.291.866;23.133.971.291.866;NA;NA;NA;NA;NA;NA;NA;96700;NA;NA;NA;NA;NA
;;TBio;;;;;;;;;;;;;Upref;;
