Año;Bio;Btrend;BvB;BvT;CPUE;Ctrend;CvMEANC;CvMSY;FF;MCatch;R;SSB;Survey;U;Utrend;UvT;UvU
1992;NA;NA;NA;NA;NA;24200;217.098.356.587.964;NA;NA;24200;NA;NA;NA;NA;NA;NA;NA
1993;NA;NA;NA;NA;NA;19600;175.831.726.823.309;NA;NA;19600;NA;NA;NA;NA;NA;NA;NA
1994;NA;NA;NA;NA;NA;24200;217.098.356.587.964;NA;NA;24200;NA;NA;NA;NA;NA;NA;NA
1995;NA;NA;NA;NA;NA;18200;163.272.317.764.502;NA;NA;18200;NA;NA;NA;NA;NA;NA;NA
1996;NA;NA;NA;NA;NA;10300;0.924013666469432;NA;NA;10300;NA;NA;NA;NA;NA;NA;NA
1997;NA;NA;NA;NA;NA;12200;109.446.278.941.039;NA;NA;12200;NA;NA;NA;NA;NA;NA;NA
1998;NA;NA;NA;NA;NA;25100;225.172.262.411.483;NA;NA;25100;NA;NA;NA;NA;NA;NA;NA
1999;NA;NA;NA;NA;NA;16100;14.443.320.417.629;NA;NA;16100;NA;NA;NA;NA;NA;NA;NA
2000;NA;NA;NA;NA;NA;17500;156.992.613.235.098;NA;NA;17500;NA;NA;NA;NA;NA;NA;NA
2001;NA;NA;NA;NA;NA;27100;243.114.275.352.637;NA;NA;27100;NA;NA;NA;NA;NA;NA;NA
2002;NA;NA;NA;NA;NA;18000;161.478.116.470.386;NA;NA;18000;NA;NA;NA;NA;NA;NA;NA
2003;NA;NA;NA;NA;NA;20500;183.905.632.646.829;NA;NA;20500;NA;NA;NA;NA;NA;NA;NA
2004;NA;NA;NA;NA;NA;18600;166.860.720.352.732;NA;NA;18600;NA;NA;NA;NA;NA;NA;NA
2005;NA;NA;NA;NA;NA;19300;173.140.424.882.136;NA;NA;19300;NA;NA;NA;NA;NA;NA;NA
2006;NA;NA;NA;NA;NA;18400;165.066.519.058.617;NA;NA;18400;NA;NA;NA;NA;NA;NA;NA
2007;NA;NA;NA;NA;NA;12600;11.303.468.152.927;NA;NA;12600;NA;NA;NA;NA;NA;NA;NA
2008;NA;NA;NA;NA;NA;15200;136.359.298.352.771;NA;NA;15200;NA;NA;NA;NA;NA;NA;NA
2009;NA;NA;NA;NA;NA;10100;0.906071653528278;NA;NA;10100;NA;NA;NA;NA;NA;NA;NA
2010;NA;NA;NA;NA;NA;10200;0.915042659998855;NA;NA;10200;NA;NA;NA;NA;NA;NA;NA
2011;NA;NA;NA;NA;NA;5630;0.505067664293486;NA;NA;5630;NA;NA;NA;NA;NA;NA;NA
2012;NA;NA;NA;NA;NA;6310;0.566070508293409;NA;NA;6310;NA;NA;NA;NA;NA;NA;NA
2013;NA;NA;NA;NA;NA;7780;0.697944303410891;NA;NA;7780;NA;NA;NA;NA;NA;NA;NA
2014;NA;NA;NA;NA;NA;6310;0.566070508293409;NA;NA;6310;NA;NA;NA;NA;NA;NA;NA
2015;NA;NA;NA;NA;NA;9410;0.844171708881296;NA;NA;9410;NA;NA;NA;NA;NA;NA;NA
2016;NA;NA;NA;NA;NA;19400;174.037.525.529.194;NA;NA;19400;NA;NA;NA;NA;NA;NA;NA
2017;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
;;NA;;;;;;;;;;;;;NA;;
