Año;Bio;Btrend;BvB;BvT;CPUE;Ctrend;CvMEANC;CvMSY;FF;MCatch;R;SSB;Survey;U;Utrend;UvT;UvU
1994;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1995;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1996;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1998;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1999;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2001;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2002;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2003;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2004;NA;470;NA;NA;NA;422;0.58790749512399;NA;0.468;422;7700000;470;NA;NA;334.285.714.285.714;334.285.714.285.714;334.285.714.285.714
2005;NA;564;NA;NA;NA;526;0.732794650320424;NA;0.528;526;6670000;564;NA;NA;377.142.857.142.857;377.142.857.142.857;377.142.857.142.857
2006;NA;692;NA;NA;NA;648;0.902758428531624;NA;0.529;648;6320000;692;NA;NA;377.857.142.857.143;377.857.142.857.143;377.857.142.857.143
2007;NA;520;NA;NA;NA;619;0.862357202563388;NA;0.672;619;3930000;520;NA;NA;4.8;4.8;4.8
2008;NA;457;NA;NA;NA;524;0.730008358874338;NA;0.497;524;10600000;457;NA;NA;3.55;3.55;3.55
2009;NA;451;NA;NA;NA;562;0.782947896349958;NA;0.621;562;17600000;451;NA;NA;443.571.428.571.429;443.571.428.571.429;443.571.428.571.429
2010;NA;487;NA;NA;NA;747;104.067.985.511.284;NA;0.695;747;14100000;487;NA;NA;496.428.571.428.571;496.428.571.428.571;496.428.571.428.571
2011;NA;590;NA;NA;NA;1250;174.143.215.380.329;NA;1.39;1250;15500000;590;NA;NA;992.857.142.857.143;992.857.142.857.143;992.857.142.857.143
2012;NA;388;NA;NA;NA;830;115.631.095.012.538;NA;1;830;11200000;388;NA;NA;714.285.714.285.714;714.285.714.285.714;714.285.714.285.714
2013;NA;488;NA;NA;NA;1050;146.280.300.919.476;NA;0.909;1050;9510000;488;NA;NA;649.285.714.285.714;649.285.714.285.714;649.285.714.285.714
2014;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2015;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2017;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
;;SSB;;;;;;;;;;;;;UvT;;
