Año;Bio;Btrend;BvB;BvT;CPUE;Ctrend;CvMEANC;CvMSY;FF;MCatch;R;SSB;Survey;U;Utrend;UvT;UvU
1994;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1995;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1996;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1998;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1999;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2001;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2002;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2003;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2004;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2005;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2006;NA;3720;NA;NA;NA;4660;133.950.814.436.282;NA;1.22;4660;2.18e+08;3720;NA;NA;6.1;6.1;6.1
2007;NA;3120;NA;NA;NA;3830;110.092.622.165.442;NA;1.04;3830;1.75e+08;3120;NA;NA;5.2;5.2;5.2
2008;NA;2700;NA;NA;NA;3410;0.98019801980198;NA;1.07;3410;1.87e+08;2700;NA;NA;5.35;5.35;5.35
2009;NA;2660;NA;NA;NA;3660;105.206.004.471.415;NA;0.889;3660;2.34e+08;2660;NA;NA;4.445;4.445;4.445
2010;NA;3080;NA;NA;NA;3380;0.97157457681252;NA;1.04;3380;1.41e+08;3080;NA;NA;5.2;5.2;5.2
2011;NA;2940;NA;NA;NA;3760;108.080.485.467.902;NA;1.22;3760;1.74e+08;2940;NA;NA;6.1;6.1;6.1
2012;NA;2360;NA;NA;NA;2640;0.758862983072501;NA;0.972;2640;1.24e+08;2360;NA;NA;4.86;4.86;4.86
2013;NA;2620;NA;NA;NA;2900;0.833599488981156;NA;0.853;2900;1.01e+08;2620;NA;NA;4.265;4.265;4.265
2014;NA;2910;NA;NA;NA;3070;0.882465665921431;NA;1.05;3070;1.41e+08;2910;NA;NA;5.25;5.25;5.25
2015;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2017;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
;;SSB;;;;;;;;;;;;;UvT;;
