Año;Bio;Btrend;BvB;BvT;CPUE;Ctrend;CvMEANC;CvMSY;FF;MCatch;R;SSB;Survey;U;Utrend;UvT;UvU
1990;73000;73000;163.389.891.372.655;163.389.891.372.655;NA;21000;0.865421764327109;NA;0.406;21000;16700000;36400;NA;0.287671232876712;0.287671232876712;112.777.777.777.778;1.45
1991;61900;61900;162.043.271.388.814;162.043.271.388.814;NA;16800;0.692337411461687;NA;0.378;16800;35900000;36100;NA;0.27140549273021;0.27140549273021;1.05;1.35
1992;56900;56900;150.821.438.190.143;150.821.438.190.143;NA;13600;0.560463618802318;NA;0.287;13600;28600000;33600;NA;0.239015817223199;0.239015817223199;0.797222222222222;1.025
1993;60100;60100;154.412.424.813.718;154.412.424.813.718;NA;14900;0.614037347070187;NA;0.296;14900;32200000;34400;NA;0.247920133111481;0.247920133111481;0.822222222222222;105.714.285.714.286
1994;71900;71900;13.555.974.503.995;13.555.974.503.995;NA;17200;0.708821635544108;NA;0.367;17200;28400000;30200;NA;0.239221140472879;0.239221140472879;101.944.444.444.444;131.071.428.571.429
1995;78000;78000;138.252.985.007.631;138.252.985.007.631;NA;21000;0.865421764327109;NA;0.385;21000;15200000;30800;NA;0.269230769230769;0.269230769230769;106.944.444.444.444;1.375
1996;71600;71600;149.025.944.878.355;149.025.944.878.355;NA;23300;0.96020605280103;NA;0.401;23300;17100000;33200;NA;0.325418994413408;0.325418994413408;111.388.888.888.889;143.214.285.714.286
1997;66900;66900;150.372.564.862.196;150.372.564.862.196;NA;23000;0.947842884739214;NA;0.476;23000;18100000;33500;NA;0.343796711509716;0.343796711509716;132.222.222.222.222;1.7
1998;56900;56900;14.408.833.827.094;14.408.833.827.094;NA;20500;0.844816484224082;NA;0.445;20500;36300000;32100;NA;0.360281195079086;0.360281195079086;123.611.111.111.111;158.928.571.428.571
1999;52700;52700;134.661.998.384.056;134.661.998.384.056;NA;18800;0.774758531873793;NA;0.533;18800;24700000;30000;NA;0.35673624288425;0.35673624288425;148.055.555.555.556;190.357.142.857.143
2000;48600;48600;102.791.992.099.829;102.791.992.099.829;NA;14500;0.597553122987766;NA;0.35;14500;42300000;22900;NA;0.298353909465021;0.298353909465021;0.972222222222222;1.25
2001;60100;60100;110.422.838.674.926;110.422.838.674.926;NA;17300;0.712942691564713;NA;0.445;17300;63300000;24600;NA;0.287853577371048;0.287853577371048;123.611.111.111.111;158.928.571.428.571
2002;65400;65400;0.987521321483077;0.987521321483077;NA;22100;0.910753380553767;NA;0.472;22100;43300000;22000;NA;0.337920489296636;0.337920489296636;131.111.111.111.111;168.571.428.571.429
2003;69700;69700;0.992010054762546;0.992010054762546;NA;30400;125.280.103.026.401;NA;0.538;30400;50100000;22100;NA;0.436154949784792;0.436154949784792;149.444.444.444.444;192.142.857.142.857
2004;71400;71400;0.879791722775833;0.879791722775833;NA;31400;129.401.159.047.006;NA;0.622;31400;6.8e+07;19600;NA;0.439775910364146;0.439775910364146;172.777.777.777.778;222.142.857.142.857
2005;69100;69100;0.960588921806266;0.960588921806266;NA;29900;123.219.575.016.098;NA;0.513;29900;28400000;21400;NA;0.432706222865412;0.432706222865412;1.425;183.214.285.714.286
2006;71700;71700;109.525.092.019.032;109.525.092.019.032;NA;28500;11.745.009.658.725;NA;0.385;28500;22500000;24400;NA;0.397489539748954;0.397489539748954;106.944.444.444.444;1.375
2007;79200;79200;124.337.911.841.278;124.337.911.841.278;NA;32000;131.873.792.659.369;NA;0.419;32000;28700000;27700;NA;0.404040404040404;0.404040404040404;116.388.888.888.889;149.642.857.142.857
2008;78700;78700;152.168.058.173.983;152.168.058.173.983;NA;28000;115.389.568.576.948;NA;0.427;28000;45300000;33900;NA;0.355781448538755;0.355781448538755;118.611.111.111.111;1.525
2009;72700;72700;180.895.951.162.582;180.895.951.162.582;NA;23900;0.984932388924662;NA;0.439;23900;50500000;40300;NA;0.328748280605227;0.328748280605227;121.944.444.444.444;156.785.714.285.714
2010;72200;72200;155.759.044.797.558;155.759.044.797.558;NA;24800;102.202.189.311.011;NA;0.444;24800;58500000;34700;NA;0.343490304709141;0.343490304709141;123.333.333.333.333;158.571.428.571.429
2011;80900;80900;144.986.084.926.834;144.986.084.926.834;NA;26400;108.795.878.943.979;NA;0.37;26400;33300000;32300;NA;0.326328800988875;0.326328800988875;102.777.777.777.778;132.142.857.142.857
2012;93800;93800;156.656.791.453.452;156.656.791.453.452;NA;30500;125.692.208.628.461;NA;0.422;30500;43200000;34900;NA;0.325159914712153;0.325159914712153;117.222.222.222.222;150.714.285.714.286
2013;93200;93200;16.114.552.473.292;16.114.552.473.292;NA;32300;133.110.109.465.551;NA;0.37;32300;38900000;35900;NA;0.34656652360515;0.34656652360515;102.777.777.777.778;132.142.857.142.857
2014;97100;97100;182.691.444.474.369;182.691.444.474.369;NA;30300;12.486.799.742.434;NA;0.384;30300;70900000;40700;NA;0.312049433573635;0.312049433573635;106.666.666.666.667;137.142.857.142.857
2015;101000;101000;223.090.043.989.586;223.090.043.989.586;NA;30200;124.455.891.822.279;NA;0.325;30200;36100000;49700;NA;0.299009900990099;0.299009900990099;0.902777777777778;116.071.428.571.429
2016;112000;112000;222.192.297.333.692;222.192.297.333.692;NA;32700;134.758.531.873.793;NA;0.308;32700;29700000;49500;NA;0.291964285714286;0.291964285714286;0.855555555555556;1.1
2017;124000;124000;255.857.796.929.706;255.857.796.929.706;NA;27800;114.565.357.372.827;NA;0.281;27800;32300000;57000;NA;0.224193548387097;0.224193548387097;0.780555555555556;100.357.142.857.143
2018;NA;NA;268.426.250.112.218;268.426.250.112.218;NA;NA;NA;NA;NA;NA;32300000;59800;NA;NA;NA;NA;NA
;;TBio;;;;;;;;;;;;;Upref;;
