Año;Bio;Btrend;BvB;BvT;CPUE;Ctrend;CvMEANC;CvMSY;FF;MCatch;R;SSB;Survey;U;Utrend;UvT;UvU
1994;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1995;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1996;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1998;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1999;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2001;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2002;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2003;NA;12.3;NA;NA;NA;16.1;0.861800486618005;NA;0.484;16.1;161000;12.3;NA;NA;6.05;6.05;6.05
2004;NA;14.7;NA;NA;NA;18.4;0.984914841849148;NA;0.495;18.4;148000;14.7;NA;NA;61.875;61.875;61.875
2005;NA;15.8;NA;NA;NA;19.1;102.238.442.822.384;NA;0.407;19.1;135000;15.8;NA;NA;50.875;50.875;50.875
2006;NA;16.1;NA;NA;NA;19.1;102.238.442.822.384;NA;0.43;19.1;158000;16.1;NA;NA;5.375;5.375;5.375
2007;NA;17.1;NA;NA;NA;24.5;131.143.552.311.436;NA;0.573;24.5;141000;17.1;NA;NA;71.625;71.625;71.625
2008;NA;13.5;NA;NA;NA;22.1;118.296.836.982.968;NA;0.681;22.1;170000;13.5;NA;NA;85.125;85.125;85.125
2009;NA;11.1;NA;NA;NA;17.2;0.920681265206812;NA;0.721;17.2;192000;11.1;NA;NA;90.125;90.125;90.125
2010;NA;11.6;NA;NA;NA;19.6;104.914.841.849.148;NA;0.815;19.6;110000;11.6;NA;NA;101.875;101.875;101.875
2011;NA;10.7;NA;NA;NA;21.8;11.669.099.756.691;NA;1.03;21.8;124000;10.7;NA;NA;12.875;12.875;12.875
2012;NA;8.45;NA;NA;NA;16.5;0.883211678832117;NA;0.936;16.5;149000;8.45;NA;NA;11.7;11.7;11.7
2013;NA;8.17;NA;NA;NA;11.1;0.594160583941606;NA;0.611;11.1;152000;8.17;NA;NA;76.375;76.375;76.375
2014;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2015;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2017;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
;;SSB;;;;;;;;;;;;;UvT;;
