Año;Bio;Btrend;BvB;BvT;CPUE;Ctrend;CvMEANC;CvMSY;FF;MCatch;R;SSB;Survey;U;Utrend;UvT;UvU
1994;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1995;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1996;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1998;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1999;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2001;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2002;NA;396;NA;NA;NA;245;124.511.336.982.017;NA;2.14;245;55300000;396;NA;NA;521.951.219.512.195;521.951.219.512.195;521.951.219.512.195
2003;NA;511;NA;NA;NA;355;180.414.386.239.249;NA;2.43;355;4.7e+07;511;NA;NA;592.682.926.829.268;592.682.926.829.268;592.682.926.829.268
2004;NA;387;NA;NA;NA;276;140.265.832.681.783;NA;2.28;276;39700000;387;NA;NA;55.609.756.097.561;55.609.756.097.561;55.609.756.097.561
2005;NA;320;NA;NA;NA;212;107.740.422.204.848;NA;3.1;212;51100000;320;NA;NA;75.609.756.097.561;75.609.756.097.561;75.609.756.097.561
2006;NA;396;NA;NA;NA;282;143.315.089.913.995;NA;2.2;282;34300000;396;NA;NA;536.585.365.853.659;536.585.365.853.659;536.585.365.853.659
2007;NA;291;NA;NA;NA;177;0.899530883502736;NA;1.43;177;20200000;291;NA;NA;348.780.487.804.878;348.780.487.804.878;348.780.487.804.878
2008;NA;249;NA;NA;NA;125;0.635261923377639;NA;1.05;125;19200000;249;NA;NA;25.609.756.097.561;25.609.756.097.561;25.609.756.097.561
2009;NA;252;NA;NA;NA;145;0.736903831118061;NA;1.4;145;22100000;252;NA;NA;341.463.414.634.146;341.463.414.634.146;341.463.414.634.146
2010;NA;246;NA;NA;NA;152;0.772478498827209;NA;1.7;152;20800000;246;NA;NA;414.634.146.341.463;414.634.146.341.463;414.634.146.341.463
2011;NA;224;NA;NA;NA;131;0.665754495699765;NA;1.51;131;21500000;224;NA;NA;368.292.682.926.829;368.292.682.926.829;368.292.682.926.829
2012;NA;237;NA;NA;NA;149;0.757232212666145;NA;1.91;149;23200000;237;NA;NA;465.853.658.536.585;465.853.658.536.585;465.853.658.536.585
2013;NA;240;NA;NA;NA;125;0.635261923377639;NA;1.33;125;2.7e+07;240;NA;NA;324.390.243.902.439;324.390.243.902.439;324.390.243.902.439
2014;NA;321;NA;NA;NA;184;0.935105551211884;NA;1.6;184;34700000;321;NA;NA;390.243.902.439.024;390.243.902.439.024;390.243.902.439.024
2015;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2017;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
;;SSB;;;;;;;;;;;;;UvT;;
