Año;Bio;Btrend;BvB;BvT;CPUE;Ctrend;CvMEANC;CvMSY;FF;MCatch;R;SSB;Survey;U;Utrend;UvT;UvU
1994;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1995;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1996;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1998;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1999;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2001;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2002;NA;NA;NA;NA;NA;5460;0.872711421098518;NA;NA;5460;NA;NA;NA;NA;NA;NA;NA
2003;NA;NA;NA;NA;NA;7890;126.111.595.466.434;NA;NA;7890;NA;NA;NA;NA;NA;NA;NA
2004;NA;NA;NA;NA;NA;3860;0.616971810520198;NA;NA;3860;NA;NA;NA;NA;NA;NA;NA
2005;NA;NA;NA;NA;NA;6920;110.607.381.575.124;NA;NA;6920;NA;NA;NA;NA;NA;NA;NA
2006;NA;NA;NA;NA;NA;9160;146.410.927.056.088;NA;NA;9160;NA;NA;NA;NA;NA;NA;NA
2007;NA;NA;NA;NA;NA;5250;0.839145597210113;NA;NA;5250;NA;NA;NA;NA;NA;NA;NA
2008;NA;NA;NA;NA;NA;4470;0.714472537053182;NA;NA;4470;NA;NA;NA;NA;NA;NA;NA
2009;NA;NA;NA;NA;NA;5990;0.957425167102587;NA;NA;5990;NA;NA;NA;NA;NA;NA;NA
2010;NA;NA;NA;NA;NA;7250;115.882.011.043.301;NA;NA;7250;NA;NA;NA;NA;NA;NA;NA
2011;NA;NA;NA;NA;NA;6350;101.496.657.948.271;NA;NA;6350;NA;NA;NA;NA;NA;NA;NA
2012;NA;NA;NA;NA;NA;6220;0.99418773612322;NA;NA;6220;NA;NA;NA;NA;NA;NA;NA
2013;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2014;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2015;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2017;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
;;NA;;;;;;;;;;;;;;;
