Año;Bio;Btrend;BvB;BvT;CPUE;Ctrend;CvMEANC;CvMSY;FF;MCatch;R;SSB;Survey;U;Utrend;UvT;UvU
1989;25000;25000;179.279.279.279.279;179.279.279.279.279;NA;13800;0.974538036015536;NA;0.65;13800;78100000;19900;NA;0.552;0.552;2.6;2.6
1990;22200;22200;146.846.846.846.847;146.846.846.846.847;NA;13200;0.932166817058339;NA;0.695;13200;82300000;16300;NA;0.594594594594595;0.594594594594595;2.78;2.78
1991;21500;21500;148.648.648.648.649;148.648.648.648.649;NA;12800;0.903919337753541;NA;0.689;12800;69800000;16500;NA;0.595348837209302;0.595348837209302;2.756;2.756
1992;20700;20700;13.963.963.963.964;13.963.963.963.964;NA;14300;100.984.738.514.653;NA;0.841;14300;52400000;15500;NA;0.690821256038647;0.690821256038647;3.364;3.364
1993;16800;16800;115.315.315.315.315;115.315.315.315.315;NA;12200;0.861548118796344;NA;0.908;12200;61100000;12800;NA;0.726190476190476;0.726190476190476;3.632;3.632
1994;12700;12700;0.8;0.8;NA;10900;0.76974381105575;NA;0.894;10900;1.2e+08;8880;NA;0.858267716535433;0.858267716535433;3.576;3.576
1995;14300;14300;0.637837837837838;0.637837837837838;NA;14300;100.984.738.514.653;NA;1.19;14300;51200000;7080;NA;1;1;4.76;4.76
1996;12100;12100;0.766666666666667;0.766666666666667;NA;11600;0.819176899839146;NA;1.16;11600;1.01e+08;8510;NA;0.958677685950413;0.958677685950413;4.64;4.64
1997;10700;10700;0.583783783783784;0.583783783783784;NA;10800;0.76268194122955;NA;1.18;10800;80800000;6480;NA;100.934.579.439.252;100.934.579.439.252;4.72;4.72
1998;10800;10800;0.514414414414414;0.514414414414414;NA;9360;0.660991015732277;NA;0.942;9360;57800000;5710;NA;0.866666666666667;0.866666666666667;3.768;3.768
1999;12000;12000;0.667567567567568;0.667567567567568;NA;8690;0.61367648789674;NA;0.792;8690;6.7e+07;7410;NA;0.724166666666667;0.724166666666667;3.168;3.168
2000;12600;12600;0.781981981981982;0.781981981981982;NA;9740;0.687826121071835;NA;0.884;9740;70300000;8680;NA;0.773015873015873;0.773015873015873;3.536;3.536
2001;13200;13200;0.794594594594595;0.794594594594595;NA;9240;0.652516771940837;NA;0.865;9240;49600000;8820;NA;0.7;0.7;3.46;3.46
2002;12500;12500;0.830630630630631;0.830630630630631;NA;8180;0.577660951783122;NA;0.824;8180;70700000;9220;NA;0.6544;0.6544;3.296;3.296
2003;12800;12800;0.80990990990991;0.80990990990991;NA;8210;0.579779512730982;NA;0.838;8210;60100000;8990;NA;0.64140625;0.64140625;3.352;3.352
2004;12700;12700;0.80990990990991;0.80990990990991;NA;7860;0.555062968339284;NA;0.731;7860;77900000;8990;NA;0.618897637795276;0.618897637795276;2.924;2.924
2005;14100;14100;0.843243243243243;0.843243243243243;NA;10300;0.727372592098552;NA;0.778;10300;1.28e+08;9360;NA;0.730496453900709;0.730496453900709;3.112;3.112
2006;17800;17800;0.963963963963964;0.963963963963964;NA;14100;0.995723645494135;NA;0.898;14100;95300000;10700;NA;0.792134831460674;0.792134831460674;3.592;3.592
2007;19900;19900;112.612.612.612.613;112.612.612.612.613;NA;17400;122.876.534.975.872;NA;0.958;17400;1.7e+08;12500;NA;0.874371859296482;0.874371859296482;3.832;3.832
2008;21600;21600;110.810.810.810.811;110.810.810.810.811;NA;19100;134.881.713.680.411;NA;0.93;19100;1.16e+08;12300;NA;0.884259259259259;0.884259259259259;3.72;3.72
2009;24000;24000;127.927.927.927.928;127.927.927.927.928;NA;22200;15.677.351.014.163;NA;0.967;22200;1.06e+08;14200;NA;0.925;0.925;3.868;3.868
2010;23300;23300;127.027.027.027.027;127.027.027.027.027;NA;16900;119.345.600.062.772;NA;0.73;16900;63900000;14100;NA;0.725321888412017;0.725321888412017;2.92;2.92
2011;23600;23600;152.252.252.252.252;152.252.252.252.252;NA;19000;134.175.526.697.791;NA;0.83;19000;87100000;16900;NA;0.805084745762712;0.805084745762712;3.32;3.32
2012;20500;20500;144.144.144.144.144;144.144.144.144.144;NA;16400;115.814.665.149.672;NA;0.823;16400;89700000;16000;NA;0.8;0.8;3.292;3.292
2013;21000;21000;128.828.828.828.829;128.828.828.828.829;NA;13900;0.981599905841736;NA;0.703;13900;66400000;14300;NA;0.661904761904762;0.661904761904762;2.812;2.812
2014;21200;21200;154.954.954.954.955;154.954.954.954.955;NA;14500;102.397.112.479.893;NA;0.784;14500;83900000;17200;NA;0.683962264150943;0.683962264150943;3.136;3.136
2015;21400;21400;13.963.963.963.964;13.963.963.963.964;NA;13800;0.974538036015536;NA;0.687;13800;99500000;15500;NA;0.644859813084112;0.644859813084112;2.748;2.748
2016;22700;22700;148.648.648.648.649;148.648.648.648.649;NA;14500;102.397.112.479.893;NA;0.667;14500;69800000;16500;NA;0.638766519823789;0.638766519823789;2.668;2.668
2017;24000;24000;18.018.018.018.018;18.018.018.018.018;NA;10800;0.76268194122955;NA;0.44;10800;79400000;20000;NA;0.45;0.45;1.76;1.76
2018;29200;29200;215.315.315.315.315;215.315.315.315.315;NA;NA;NA;NA;NA;NA;79400000;23900;NA;NA;NA;NA;NA
;;TBio;;;;;;;;;;;;;Upref;;
